Company Name,Business Name,Street Address,City,Burrough,Province,Postal Code,Telephone Number,Line of Business,Latitude,Longitude,Primary NAICS,Primary SIC,Sales Volume,Total Employees,Local Employees,Year Started
COUNTRY STYLE DONUTS,,590 KEELE ST UNIT 380,Toronto,TORONTO,Ontario,M6N 3E2,4166049322,EATING PLACES,43.67112,-79.467521,722513,58120304,"$415,876.00 ",15,15,2000
COUNTRY STYLE DONUTS,,1533 JANE ST,Toronto,NORTH YORK,Ontario,M9N 2R2,,EATING PLACES,43.69706,-79.501851,722513,58120304,"$284,547.00 ",10,10,
COUNTRY STYLE DONUTS INC,,1093 O'CONNOR DR,Toronto,TORONTO,Ontario,M4B 2T1,4167554488,EATING PLACES,43.71021,-79.308871,722513,58120304,"$221,020.00 ",7,7,2000
COUNTRY STYLE INC,,789 YONGE ST,Toronto,TORONTO,Ontario,M4W 2G8,4169776464,EATING PLACES,43.67188,-79.386631,722513,58120304,"$75,452.00 ",2,2,1995
CREMA COFFEE CO,,53 BLOOR ST E,Toronto,TORONTO,Ontario,M4W 1A9,4169623131,EATING PLACES,43.67034,-79.385261,722513,58120304,"$175,292.00 ",5,5,
"CROISSANT TREE, THE",,625 CHURCH ST SUITE 101,Toronto,TORONTO,Ontario,M4Y 2G1,4169258379,EATING PLACES,43.66989,-79.382311,722513,58120304,"$297,233.00 ",10,10,
CROSSTOWN COFFEE BAR INC,,187 HIGHBOURNE RD,Toronto,TORONTO,Ontario,M5P 2J8,4169930364,EATING PLACES,43.704332,-79.407133,722513,58120304,$0.00 ,10,10,2017
CRYSTAL DONUTS,,2238 DUNDAS ST W UNIT 104,Toronto,TORONTO,Ontario,M6R 3A9,4165330324,EATING PLACES,43.65438,-79.451461,722513,58120304,"$152,427.00 ",4,4,1995
CUPPA COFFEE ANIMATION,,50 EDWIN AVE,Toronto,TORONTO,Ontario,M6P 0A3,4163408869,EATING PLACES,43.663205,-79.454885,722513,58120304,$0.00 ,10,10,2015
CUPPS COFFEE HOUSE,,518 EGLINTON AVE W,Toronto,TORONTO,Ontario,M5N 1A5,4164815553,EATING PLACES,43.7037,-79.413721,722511,58129902,"$167,810.00 ",5,5,
CUPPS COFFEE HOUSE,,622 COLLEGE ST,Toronto,TORONTO,Ontario,M6G 1B6,,EATING PLACES,43.65532,-79.414931,722513,58120304,"$167,810.00 ",5,5,
CUPS COFFEE HOUSE,,717 BAY ST,Toronto,TORONTO,Ontario,M5G 2J9,,EATING PLACES,43.65926,-79.384871,722511,58120000,"$145,921.00 ",4,4,
CUT COFFEE INC,,500 KEELE ST,Toronto,TORONTO,Ontario,M6N 3C9,6473412572,"MISCELLANEOUS FOOD STORES, NSK",43.669121,-79.466244,445299,54990201,"$51,063.00 ",1,1,2013
DADDY-O'S MILK BAR,,221 RONCESVALLES AVE,Toronto,TORONTO,Ontario,M6R 2L6,,EATING PLACES,43.64585,-79.448601,722513,58120304,"$109,441.00 ",3,3,
DAILY NEWS & COFFEE,,2708 KEELE ST,Toronto,NORTH YORK,Ontario,M3M 2G1,,EATING PLACES,43.7259,-79.482411,722513,58120304,"$72,231.00 ",2,2,1995
DALAT COFFEE,,182 OSSINGTON AVE,Toronto,TORONTO,Ontario,M6J 2Z7,,EATING PLACES,43.64836,-79.420581,722513,58120304,"$145,921.00 ",4,4,1984
DARK CITY COFFEE CORP,,410 MCLEVIN AVE SUITE PH8,Toronto,SCARBOROUGH,Ontario,M1B 5J5,4162822307,"MISCELLANEOUS FOOD STORES, NSK",43.81016,-79.221081,445299,54990201,"$304,855.00 ",6,6,2000
DARK HORSE ESPRESSO,,682 QUEEN ST E,Toronto,TORONTO,Ontario,M4M 1G9,6474363460,EATING PLACES,43.65882,-79.350821,722513,58120304,"$167,810.00 ",5,5,
DATABASE INFORMATION,,3547 ST CLAIR AVE E,Toronto,SCARBOROUGH,Ontario,M1K 1L6,4162614706,EATING PLACES,43.71586,-79.261961,722513,58120304,"$38,107.00 ",1,1,
DAWES CAFE,,466 DAWES RD,Toronto,TORONTO,Ontario,M4B 2E9,4167508849,EATING PLACES,43.70296,-79.297151,722513,58120304,"$175,292.00 ",5,5,2009
DAWES COFFEE SHOP,,468 DAWES RD,Toronto,TORONTO,Ontario,M4B 2E9,4162855905,EATING PLACES,43.70301,-79.297151,722513,58120304,"$75,452.00 ",2,2,1996
DE FRANTIC MONKEY CAFE,,799 COLLEGE STREET UNIT 101,Toronto,TORONTO,Ontario,M6G 1C7,6477481799,EATING PLACES,43.65459,-79.4211,722513,58120304,$0.00 ,10,10,2017
DESSERT SENSATION CAFE,,26 BALDWIN ST,Toronto,TORONTO,Ontario,M5T 1L2,,EATING PLACES,43.65628,-79.393381,722513,58120304,"$72,231.00 ",2,2,
DIABOLOS COFFEE BAR,,15 KING'S COLLEGE CIR,Toronto,TORONTO,Ontario,M5S 3H7,4169648318,EATING PLACES,43.66254,-79.395301,722513,58120304,"$167,810.00 ",5,5,
DINAH E CAFE,,124 EGLINTON AVE W SUITE 103,Toronto,TORONTO,Ontario,M4R 2G8,4164837289,EATING PLACES,43.70615,-79.402441,722513,58120304,"$75,452.00 ",2,2,1984
D & M COFFEE,,120 FENMAR DR,Toronto,NORTH YORK,Ontario,M9L 1M6,4167434693,EATING PLACES,43.759978,-79.549804,722513,58120304,"$175,292.00 ",5,5,
DOMINION DONUT & COFFEE SHOP,,3655 ST CLAIR AVE E,Toronto,SCARBOROUGH,Ontario,M1M 1T1,,EATING PLACES,43.71842,-79.250711,722513,58120304,"$284,547.00 ",10,10,
DONUTS-SANDWICH STOP,,373 BROADVIEW AVE,Toronto,TORONTO,Ontario,M4K 2M7,,EATING PLACES,43.6658,-79.352481,722513,58120304,"$198,156.00 ",6,6,
EH COFFEE CORP,,163 STERLING RD,Toronto,TORONTO,Ontario,M6R 2B2,,EATING PLACES,43.654658,-79.444873,722513,58120304,$0.00 ,22,22,2016
EL ALMACEN,,1078 QUEEN ST W,Toronto,TORONTO,Ontario,M6J 1H8,4165162898,EATING PLACES,43.64381,-79.421741,722513,58120304,"$175,292.00 ",5,5,
ELEGANCE TASTE,,808 YORK MILLS RD SUITE 5,Toronto,NORTH YORK,Ontario,M3B 1X8,4164449988,DIRECT SELLING ESTABLISHMENTS,43.75363,-79.357811,454390,59630102,"$80,257.00 ",1,1,
ESPRESSO BAKERY,,4980 DUNDAS ST W,Toronto,ETOBICOKE,Ontario,M9A 1B7,4162363183,EATING PLACES,43.64733,-79.530431,722513,58120304,"$114,321.00 ",3,3,1986
EURO ESPRESSO BAR,,857 WILSON AVE,Toronto,NORTH YORK,Ontario,M3K 0A4,,EATING PLACES,43.73078,-79.465201,722513,58120304,"$199,238.00 ",5,5,
EVERYDAY GOURMET COFFEE ROASTERS,,95 FRONT ST E,Toronto,TORONTO,Ontario,M5E 1C2,4163637662,EATING PLACES,43.64918,-79.371451,722513,58120304,"$72,231.00 ",2,2,1979
EXCELSIOR COFFEE INC,,180 MILVAN DR SUITE 178,Toronto,NORTH YORK,Ontario,M9L 1Z9,4167408500,"ROASTED COFFEE, NSK",43.758245,-79.56545,311920,20959901,"$68,592.00 ",3,3,2000
EXCELSIOR FOODS INC,,180 MILVAN DR SUITE 178,Toronto,NORTH YORK,Ontario,M9L 1Z9,4167408500,MACARONI AND SPAGHETTI,43.758245,-79.56545,311824,20980000,"$2,334,742.00 ",20,20,1971
EXPRESS COUNTRY STYLE,,400 KIPLING AVE,Toronto,ETOBICOKE,Ontario,M8V 3L1,4162515219,EATING PLACES,43.602686,-79.518982,722513,58120304,$0.00 ,10,10,2017
EXPRESS COUNTRY STYLE,,2881 KEELE STREET,Toronto,TORONTO,Ontario,M3M 2G9,4166334299,EATING PLACES,43.733413,-79.483579,722513,58120304,$0.00 ,10,10,2017
EXPRESS COUNTRY STYLE,,740 DUFFERIN ST,Toronto,TORONTO,Ontario,M6H 3K6,4165301232,EATING PLACES,43.652847,-79.432778,722513,58120304,$0.00 ,10,10,2017
FAHRENHEIT COFFEE,,120 LOMBARD ST SUITE 1,Toronto,TORONTO,Ontario,M5C 3H5,6478961774,EATING PLACES,43.65239,-79.373031,722513,58120304,"$216,736.00 ",5,5,2013
F'COFFEE,,641 QUEEN ST E UNIT 1,Toronto,TORONTO,Ontario,M4M 1G4,4164630500,EATING PLACES,43.65813,-79.352321,722513,58120304,"$175,292.00 ",5,5,2011
FFFRESH,,595 BAY ST,Toronto,TORONTO,Ontario,M7A 2B4,4165911667,EATING PLACES,43.65621,-79.383261,722513,58120304,"$85,759.00 ",2,2,
FIRST CUP COFFEE SHOP,,28 PALE MOON CRES,Toronto,SCARBOROUGH,Ontario,M1W 3H5,4165980771,EATING PLACES,43.80986,-79.321471,722513,58120304,"$175,292.00 ",5,5,
FIX COFFEE BIKES,,80 GLADSTONE AVE,Toronto,TORONTO,Ontario,M6J 3K9,4168277753,"SPORTING GOODS AND BICYCLE SHOPS, NSK",43.644949,-79.428133,451110,59419902,$0.00 ,10,10,2016
FORTY-EIGHT YONGE COFFEE SHOP,,48 YONGE ST SUITE 101,Toronto,TORONTO,Ontario,M5E 1G6,,EATING PLACES,43.648,-79.377721,722513,58120304,"$72,231.00 ",2,2,1995
FREE TIME DONUTS,,3074 DUNDAS ST W,Toronto,TORONTO,Ontario,M6P 1Z7,4166047868,EATING PLACES,43.66579,-79.472051,722513,58120304,"$297,233.00 ",10,10,
FRESH COFFEE NETWORK INC,,2 MATILDA ST,Toronto,TORONTO,Ontario,M4M 1L9,4167785698,EATING PLACES,43.66007,-79.354091,722513,58120304,"$199,238.00 ",5,5,2014
FRESH START COFFEE COMPANY LTD,,655 BAY ST SUITE 3,Toronto,TORONTO,Ontario,M5G 2K4,4165996180,EATING PLACES,43.65785,-79.384131,722513,58120304,"$198,156.00 ",6,6,1994
FUSION COFFEE & DELI,,1849 YONGE ST SUITE 115,Toronto,TORONTO,Ontario,M4S 1Y2,4164830921,EATING PLACES,43.69695,-79.395881,722513,58120304,"$167,810.00 ",5,5,
FUTURE BAKERY LIMITED,,106 NORTH QUEEN ST,Toronto,ETOBICOKE,Ontario,M8Z 2E2,4162311491,"BREAD, CAKE, AND RELATED PRODUCTS",43.62147,-79.547541,311812,20519903,"$4,420,395.00 ",70,65,1983
G AND H CAFE AND DONUTS,,2901 KENNEDY RD SUITE A,Toronto,SCARBOROUGH,Ontario,M1V 1S8,,EATING PLACES,43.80348,-79.297271,722513,58120304,$0.00 ,10,10,
GARY'S CAFE,,695 THE QUEENSWAY,Toronto,ETOBICOKE,Ontario,M8Y 1L2,4162556636,EATING PLACES,43.62656,-79.500601,722513,58120304,"$114,321.00 ",3,3,
GOAT COFFEE COMPANY,,893 PAPE AVENUE,Toronto,EAST YORK,Ontario,M4K 3V1,4165517737,EATING PLACES,43.684564,-79.346913,722513,58120304,$0.00 ,10,10,2017
GOLDEN BAKERY & DELI,,1571 SANDHURST CIR,Toronto,SCARBOROUGH,Ontario,M1V 1V2,4162975907,RETAIL BAKERIES,43.808863,-79.270939,311811,54610000,"$320,098.00 ",9,9,1986
GOLDEN GECKO COFFEE,,15 VIKING LANE SUITE 1902,Toronto,ETOBICOKE,Ontario,M9B 0A4,,EATING PLACES,43.639503,-79.535384,722511,58129902,$0.00 ,10,10,2015
GOLD STAR COFFEE INC,,4025 CHESSWOOD DR,Toronto,NORTH YORK,Ontario,M3J 2R8,4166368105,EATING PLACES,43.758236,-79.476879,722513,58120304,"$175,292.00 ",5,5,1993
GOOD EARTH COFFEEHOUSE,,198 JARVIS ST,Toronto,TORONTO,Ontario,M5B 2B7,4169012201,EATING PLACES,43.656862,-79.374581,722513,58120304,$0.00 ,10,10,2017
"GOOD NEIGHBOUR, THE",,678 BLOOR ST W,Toronto,TORONTO,Ontario,M6G 1L2,,EATING PLACES,43.664006,-79.416663,722513,58120304,$0.00 ,10,10,2017
GOOD TIME COFFEE,,1946 GERRARD ST E SUITE A,Toronto,TORONTO,Ontario,M4E 2B1,4166902531,EATING PLACES,43.68105,-79.310621,722513,58120304,"$175,292.00 ",5,5,1995
GOURMET BEVERAGE COMPANY,,269 HASTINGS AVE,Toronto,TORONTO,Ontario,M4L 2L9,,EATING PLACES,43.6714,-79.331871,722513,58120304,"$199,238.00 ",5,5,
GRANNY'S BUNS PASTA,,2291 KIPLING AVE SUITE 108,Toronto,ETOBICOKE,Ontario,M9W 4L6,4169016193,EATING PLACES,43.7294,-79.574151,722513,58120304,"$72,231.00 ",2,2,2013
"GREAT CANADIAN BAGEL, THE",,2200 YONGE ST SUITE 4TH,Toronto,TORONTO,Ontario,M4S 2C6,4164822435,EATING PLACES,43.70603,-79.398511,722513,58120304,"$175,292.00 ",5,5,
GREEN N' SPROUTS,,1371 NEILSON RD UNIT 104,Toronto,SCARBOROUGH,Ontario,M1B 4Z8,4162871800,EATING PLACES,43.80932,-79.220871,722513,58120304,"$75,452.00 ",2,2,2004
GROUPE CAFE NEVE INC,,15 KARL FRASER ROAD,Toronto,TORONTO,Ontario,M3C 0E6,,EATING PLACES,43.734969,-79.344575,722513,58120304,$0.00 ,10,10,2016
GUSS DONUTS,,502 YONGE ST SUITE A,Toronto,TORONTO,Ontario,M4Y 1X9,,EATING PLACES,43.66321,-79.384051,722513,58120304,"$145,921.00 ",4,4,
HALE COFFEE COMPANY,,1485 DUPONT STREET UNIT 103,Toronto,TORONTO,Ontario,M6P 3S2,6473524253,EATING PLACES,43.66586,-79.450284,722513,58120304,$0.00 ,10,10,2016
HOLLYWOODS EXPRESSO BAR,,5001 YONGE ST,Toronto,NORTH YORK,Ontario,M2N 6P6,4165900002,EATING PLACES,43.76607,-79.411471,722513,58120304,"$175,292.00 ",5,5,
HOME BAKING,,1242 BLOOR ST W,Toronto,TORONTO,Ontario,M6H 1N5,6473503400,EATING PLACES,43.659002,-79.439919,722513,58120304,$0.00 ,10,10,2015
HONG KONG EXPRESS DONUTS,,3261 KENNEDY RD,Toronto,SCARBOROUGH,Ontario,M1V 2K1,4162986325,EATING PLACES,43.81739,-79.303941,722513,58120304,"$297,233.00 ",10,10,
HUB COFFEE,,983 DOVERCOURT RD SUITE 1ST,Toronto,TORONTO,Ontario,M6H 2X6,4169011811,EATING PLACES,43.666941,-79.431507,722513,58120304,"$152,427.00 ",4,4,2015
I DEAL COFFEE,,1560 QUEEN ST E,Toronto,TORONTO,Ontario,M4L 1E9,4164059600,EATING PLACES,43.66601,-79.319031,722513,58120304,$0.00 ,0,1,
IDJ COFFEE CORP,,140 YONGE STREET,Toronto,TORONTO,Ontario,M5C 1X6,4165910065,EATING PLACES,43.651176,-79.378839,722513,58120304,$0.00 ,10,10,2016
ILGATTO CAFE,,1982 DANFORTH AVE,Toronto,TORONTO,Ontario,M4C 1J6,4164224276,EATING PLACES,43.68547,-79.314731,722513,58120304,"$152,427.00 ",4,4,1993
ILLY ESPRESSO CANADA INC,,171 EAST LIBERTY ST SUITE 274,Toronto,TORONTO,Ontario,M6K 3P6,9052719665,"COMMERCIAL EQUIPMENT, NEC",43.63832,-79.417761,423440,50460302,"$2,133,984.00 ",15,15,1974
IMPERIAL COFFEE AND SERVICES INC,,12 KODIAK CRES,Toronto,NORTH YORK,Ontario,M3J 3G5,4166387404,"COMMERCIAL EQUIPMENT, NEC",43.75326,-79.466381,423440,50460302,"$20,501,957.00 ",150,100,1974
IN TOWN COFFEE,,165 GEARY AVE,Toronto,TORONTO,Ontario,M6H 2B8,4165349393,"BUSINESS CONSULTING, NEC, NSK",43.66984,-79.436181,541618,87480000,"$160,514.00 ",2,2,
IRIS COUNTRY STYLE,,789 YONGE ST,Toronto,TORONTO,Ontario,M4W 2G8,,EATING PLACES,43.67188,-79.386631,722513,58120304,"$129,938.00 ",3,3,
ISTAR COFFEE INC,,235 DIXON RD UNIT 1,Toronto,ETOBICOKE,Ontario,M9P 2M5,4162475624,EATING PLACES,43.69668,-79.543871,722513,58120304,"$93,291.00 ",2,2,1999
ITSY BITSY BISTRO,,211 CONSUMERS RD SUITE 110,Toronto,NORTH YORK,Ontario,M2J 4G8,,EATING PLACES,43.77181,-79.331891,722513,58120304,"$216,736.00 ",5,5,
JACKED UP COFFEE,,44 HAMMERSMITH AVE,Toronto,TORONTO,Ontario,M4E 2W4,,EATING PLACES,43.669344,-79.293838,722513,58120304,"$109,441.00 ",3,3,2015
"JAMES, SAM COFFEE BAR",,1000 QUEEN ST W,Toronto,TORONTO,Ontario,M6J 1H1,6473412572,EATING PLACES,43.644275,-79.418689,722513,58120304,$0.00 ,10,10,2016
JASON'S COFFEE LTD,,1498 QUEEN ST W,Toronto,TORONTO,Ontario,M6R 1A4,,EATING PLACES,43.6405,-79.438071,722513,58120304,"$72,231.00 ",2,2,
JAVA DOLCE,,543 MARLEE AVENUE,Toronto,TORONTO,Ontario,M6B 3J3,4163886564,EATING PLACES,43.708886,-79.443642,722513,58120304,$0.00 ,10,10,2017
JAVA JAZZ,,205 HUMBER COLLEGE BLVD,Toronto,ETOBICOKE,Ontario,M9W 5L7,,EATING PLACES,43.73031,-79.606006,722513,58120304,$0.00 ,10,10,
JAVA JOE'S INC,,70 GERRARD ST W,Toronto,TORONTO,Ontario,M5G 1J5,,EATING PLACES,43.65865,-79.385201,722513,58120304,$0.00 ,0,1,
JAVA JOES INC,,310 FRONT ST W,Toronto,TORONTO,Ontario,M5V 3B5,4165993336,EATING PLACES,43.64402,-79.390781,722513,58120304,"$175,292.00 ",5,5,1989
JAVA ROASTERS INC,,505 CLAYSON RD UNIT 4,Toronto,NORTH YORK,Ontario,M9M 2W7,4167462442,"GROCERIES AND RELATED PRODUCTS, NEC, NSK",43.72698,-79.527111,424490,51490901,"$2,115,860.00 ",15,15,1996
JIMMYS COFFEE,,166 MCCAUL ST,Toronto,TORONTO,Ontario,M5T 1W4,6477480500,EATING PLACES,43.655761,-79.392127,722513,58120304,$0.00 ,10,10,2017
JIMMYS COFFEE,,15 OSSINGTON AVE,Toronto,TORONTO,Ontario,M6J 2Y8,6473482204,EATING PLACES,43.644529,-79.41892,722513,58120304,$0.00 ,10,10,2017
JIVE SOFTWARE,,147 LIBERTY ST,Toronto,TORONTO,Ontario,M6K 3G3,4166448476,EATING PLACES,43.637473,-79.424379,722513,58120304,"$167,810.00 ",5,5,
JOLLY'S FAST FOOD & DONUTS LTD,,2549 WARDEN AVE,Toronto,SCARBOROUGH,Ontario,M1W 2H5,4164937375,EATING PLACES,43.79014,-79.312904,722513,58120304,"$284,547.00 ",10,10,2004
J TEA SHOP,,624 GERRARD ST E,Toronto,TORONTO,Ontario,M4M 1Y3,4167781288,EATING PLACES,43.66604,-79.351001,722513,58120304,"$167,810.00 ",5,5,1995
JULES CAFE PATISSERIE,,617 MOUNT PLEASANT RD,Toronto,TORONTO,Ontario,M4S 2M5,4164811666,EATING PLACES,43.70416,-79.388171,722513,58120304,"$167,810.00 ",5,5,2006
JUST DESSERTS CAFE INC,,555 YONGE ST,Toronto,TORONTO,Ontario,M4Y 3A6,4169638089,EATING PLACES,43.66476,-79.384051,722513,58120304,"$175,292.00 ",5,5,1997
KAJAN COFFEE BAR,,5107 SHEPPARD AVE E,Toronto,SCARBOROUGH,Ontario,M1S 4N8,4167301080,RETAIL BAKERIES,43.79347,-79.239541,311811,54610000,"$175,292.00 ",5,5,
KARA ALTIN COFFEE SHOP,,1306 BLOOR ST W,Toronto,TORONTO,Ontario,M6H 1N9,,EATING PLACES,43.65861,-79.442491,722513,58120304,"$129,938.00 ",3,3,2000
KARI COFFEE SERVICE INC,,244 BROCKPORT DR UNIT 8,Toronto,ETOBICOKE,Ontario,M9W 6X9,4166748383,"BUSINESS SERVICES, NEC, NSK",43.704206,-79.589992,561990,73899906,"$1,143,206.00 ",15,15,1991
KARMA KAFE,,1028 COXWELL AVE,Toronto,TORONTO,Ontario,M4C 3G5,4164223669,EATING PLACES,43.69673,-79.329341,722513,58120304,"$167,810.00 ",5,5,2012
KENYA BRAND COFFEE CORP.,,1260 MARTIN GROVE RD,Toronto,ETOBICOKE,Ontario,M9W 4X3,4167493252,"GROCERIES AND RELATED PRODUCTS, NEC, NSK",43.70797,-79.579421,424490,51490000,$0.00 ,2,2,
KEURIG CANADA INC,,170 ATTWELL DRIVE,Toronto,ETOBICOKE,Ontario,M9W 5Z5,4166755244,"ROASTED COFFEE, NSK",43.688675,-79.587321,311920,20959902,$0.00 ,0,1,
KINGSTON COFFEE,,4190 KINGSTON RD SUITE 4,Toronto,SCARBOROUGH,Ontario,M1E 4W1,4165226568,EATING PLACES,43.75962,-79.197951,722511,58120000,"$145,921.00 ",4,4,
KITIMAI TEA & COFFEE INC,,1110 FINCH AVE W UNIT 20,Toronto,NORTH YORK,Ontario,M3J 2T2,4166651318,EATING PLACES,43.76823,-79.474221,722513,58120304,"$152,427.00 ",4,4,1978
KLINK COFFEE INC,,2185 DANFORTH AVE,Toronto,TORONTO,Ontario,M4C 1K4,,EATING PLACES,43.686227,-79.310184,722513,58120304,$0.00 ,22,22,2015
KOFFEA ESPRESSO BAR,,2366 BLOOR ST W,Toronto,TORONTO,Ontario,M6S 1P3,,EATING PLACES,43.650018,-79.481713,722513,58120304,$0.00 ,10,10,2017
KORNER DELI,,40 SHEPPARD AVE W UNIT 103,Toronto,NORTH YORK,Ontario,M2N 6K9,4167301760,"GROCERY STORES, NSK",43.76155,-79.412961,445110,54119902,"$228,641.00 ",2,2,
KRAVE COFFEE INC,,781 ST CLAIR AVE W SUITE 2,Toronto,TORONTO,Ontario,M6C 1B7,4166529929,EATING PLACES,43.680799,-79.429285,722513,58120304,"$284,547.00 ",10,10,2015
LA MAISON DU CROISSANT,,385 YONGE ST,Toronto,TORONTO,Ontario,M5B 1S1,,EATING PLACES,43.65892,-79.381571,722513,58120304,"$85,759.00 ",2,2,1980
LAMEZIA TERME SPORT BAR & CAFE LTD,,2438 DUFFERIN ST,Toronto,TORONTO,Ontario,M6E 3T1,,EATING PLACES,43.69816,-79.451561,722513,58120304,"$72,231.00 ",2,2,
"LAST DROP, THE",,2471 YONGE ST,Toronto,TORONTO,Ontario,M4P 2H6,4164838361,EATING PLACES,43.71158,-79.399051,722513,58120304,"$75,452.00 ",2,2,1995
LAYALI EL SHARKE COFFEE AND SHISHA,,1883 LAWRENCE AVE E UNIT A,Toronto,SCARBOROUGH,Ontario,M1R 2Y3,4167510307,EATING PLACES,43.74362,-79.301621,722513,58120304,"$152,427.00 ",4,4,
LEONIDAS CHOCOLATE & CAFE,,2877 BAYVIEW AVE UNIT 1,Toronto,NORTH YORK,Ontario,M2K 2S3,,EATING PLACES,43.76885,-79.387211,722513,58120304,"$152,427.00 ",4,4,2008
LETTIERI EXPRESSO BAR,,100 WELLINGTON W,Toronto,TORONTO,Ontario,M5K 1A1,,EATING PLACES,43.64835,-79.381261,722513,58120304,"$167,810.00 ",5,5,
LIFE CAFE,,878 BLOOR ST W,Toronto,TORONTO,Ontario,M6G 1M5,4165312927,EATING PLACES,43.66236,-79.425191,722513,58120304,"$109,441.00 ",3,3,
LITEN UP FOOD SCIENCE INC,,383 JANE ST,Toronto,TORONTO,Ontario,M6S 3Z3,4165720072,EATING PLACES,43.65785,-79.487601,722320,58129903,"$114,321.00 ",3,3,2004
LITTLE NICKYS COFFEE,,375 QUEEN ST W,Toronto,TORONTO,Ontario,M5V 2A5,4162600500,EATING PLACES,43.64893,-79.393761,722511,58120000,"$175,292.00 ",5,5,
L & L COFFEE SHOP,,931 ST CLAIR AVE W,Toronto,TORONTO,Ontario,M6C 1C7,4166544262,EATING PLACES,43.67951,-79.435031,722513,58120304,"$152,427.00 ",4,4,
LOCOMOTIVE COFFEE CORP,,3671 BATHURST ST,Toronto,NORTH YORK,Ontario,M6A 2E6,4167696989,EATING PLACES,43.73408,-79.432931,722513,58120304,"$189,698.00 ",6,6,2014
LOS GYPSIES,,126 ROGERS RD,Toronto,TORONTO,Ontario,M6E 1P7,4166585001,EATING PLACES,43.68482,-79.449561,722513,58120304,"$152,427.00 ",4,4,
LOUIE-CRAFT COFFEE,,1187 KING ST W,Toronto,TORONTO,Ontario,M6K 3C5,4165831627,EATING PLACES,43.639218,-79.425708,722513,58120304,"$145,921.00 ",4,4,2015
L & T BAR CAFFE,,1068 ST CLAIR AVE W,Toronto,TORONTO,Ontario,M6E 1A5,4162993857,EATING PLACES,43.67905,-79.439211,722513,58120304,"$167,810.00 ",5,5,2007
LUBA'S GOURMET COFFEES & TEAS (1994) LTD,,95 FRONT ST E,Toronto,TORONTO,Ontario,M5E 1C2,4168651793,EATING PLACES,43.64918,-79.371451,722513,58120304,"$145,921.00 ",4,4,1994
LUCAS CAFE,,40 UNIVERSITY AVE,Toronto,TORONTO,Ontario,M5J 1T1,4165980058,EATING PLACES,43.64603,-79.384361,722513,58120304,"$75,452.00 ",2,2,1985
LUCAS COFFEE SHOP,,101 DUNCAN MILL RD SUITE G4,Toronto,NORTH YORK,Ontario,M3B 1Z3,4164476967,EATING PLACES,43.76147,-79.355621,722513,58120304,"$75,452.00 ",2,2,2011
LUCY COFFEE SHOP,,201 CONSUMERS RD SUITE 100,Toronto,NORTH YORK,Ontario,M2J 4G8,4164941813,EATING PLACES,43.7721,-79.332211,722513,58120304,"$297,233.00 ",10,10,
MALTA BAKE SHOP LTD,,3256 DUNDAS ST W,Toronto,TORONTO,Ontario,M6P 2A3,4167692174,RETAIL BAKERIES,43.66573,-79.478571,311811,54610000,"$281,991.00 ",8,8,1977
MALTA'S FINEST PASTRIES,,4138 DUNDAS ST W,Toronto,ETOBICOKE,Ontario,M8X 1X3,4162361253,EATING PLACES,43.66181,-79.508091,722513,58120304,"$75,452.00 ",2,2,1997
MANIC COFFEE LIMITED,,426 COLLEGE ST,Toronto,TORONTO,Ontario,M5T 1T3,4169663888,EATING PLACES,43.65687,-79.407111,722513,58120304,"$175,292.00 ",5,5,2007
MERCHANTS OF GREEN COFFEE INC,,2 MATILDA ST,Toronto,TORONTO,Ontario,M4M 1L9,4167786600,EATING PLACES,43.66007,-79.354091,722513,58120304,"$152,427.00 ",4,4,1994
MESSINA ITALIAN BAKERY LTD,,19 SCARLETT RD,Toronto,TORONTO,Ontario,M6N 4J5,4167622496,RETAIL BAKERIES,43.66672,-79.498981,311811,54610000,"$805,613.00 ",20,20,1970
MIDWAY COFFEE PLUS,,2340 DUNDAS ST W,Toronto,TORONTO,Ontario,M6P 4A9,4165334575,EATING PLACES,43.65672,-79.452231,722513,58120304,"$75,452.00 ",2,2,1996
MIMICO BAGEL & COFFEE,,2391 LAKE SHORE BLVD W,Toronto,ETOBICOKE,Ontario,M8V 1B7,4162598497,EATING PLACES,43.615046,-79.488558,722513,58120304,$0.00 ,10,10,2016
MISTER COFFEE & SERVICES INC,,33 YONGE ST SUITE 600,Toronto,TORONTO,Ontario,M5E 1G4,,EATING PLACES,43.64756,-79.376541,722513,58120304,$0.00 ,0,5,
MISTER COFFEE & SERVICES INC,,2045 MIDLAND AVE SUITE 1,Toronto,SCARBOROUGH,Ontario,M1P 3E2,4162933333,"BUSINESS SERVICES, NEC, NSK",43.76935,-79.270641,561990,73899906,"$5,792,241.00 ",76,68,1979
MIX FORTY,,40 WELLESLEY ST E,Toronto,TORONTO,Ontario,M4Y 1G4,,"GROCERY STORES, NSK",43.66556,-79.382981,445120,54110200,"$328,323.00 ",3,3,
MOCAROMA (CANADA) LIMITED,,200 SILVER STAR BLVD UNIT 332,Toronto,SCARBOROUGH,Ontario,M1V 5H4,4162986828,"GROCERIES AND RELATED PRODUCTS, NEC, NSK",43.809239,-79.292727,424490,51490901,"$449,661.00 ",3,3,1993
